Time,TEG_Power,TEG_dJ
35.74,0.15934,0.001593
35.75,0.15932,0.001593
35.76,0.1593,0.001593
35.77,0.15928,0.001593
35.78,0.15927,0.001593
35.79,0.15925,0.001593
35.8,0.15923,0.001592
35.81,0.15922,0.001592
35.82,0.1592,0.001592
35.83,0.15918,0.001592
35.84,0.15917,0.001592
35.85,0.15915,0.001591
35.86,0.15913,0.001591
35.87,0.15912,0.001591
35.88,0.1591,0.001591
35.89,0.15908,0.001591
35.9,0.15907,0.001591
35.91,0.15905,0.00159
35.92,0.15903,0.00159
35.93,0.15901,0.00159
35.94,0.159,0.00159
35.95,0.15898,0.00159
35.96,0.15896,0.00159
35.97,0.15895,0.001589
35.98,0.15893,0.001589
35.99,0.15891,0.001589
36,0.1589,0.001589
36.01,0.15888,0.001589
36.02,0.15886,0.001589
36.03,0.15885,0.001588
36.04,0.15883,0.001588
36.05,0.15881,0.001588
36.06,0.1588,0.001588
36.07,0.15878,0.001588
36.08,0.15876,0.001588
36.09,0.15875,0.001587
36.1,0.15873,0.001587
36.11,0.15871,0.001587
36.12,0.1587,0.001587
36.13,0.15868,0.001587
36.14,0.15866,0.001587
36.15,0.15865,0.001586
36.16,0.15863,0.001586
36.17,0.15861,0.001586
36.18,0.1586,0.001586
36.19,0.15858,0.001586
36.2,0.15856,0.001586
36.21,0.15855,0.001585
36.22,0.15853,0.001585
36.23,0.15851,0.001585
36.24,0.1585,0.001585
36.25,0.15848,0.001585
36.26,0.15846,0.001585
36.27,0.15845,0.001584
36.28,0.15843,0.001584
36.29,0.15841,0.001584
36.3,0.1584,0.001584
36.31,0.15838,0.001584
36.32,0.15836,0.001584
36.33,0.15835,0.001583
36.34,0.15833,0.001583
36.35,0.15831,0.001583
36.36,0.1583,0.001583
36.37,0.15828,0.001583
36.38,0.15826,0.001583
36.39,0.15825,0.001582
36.4,0.15823,0.001582
36.41,0.15821,0.001582
36.42,0.1582,0.001582
36.43,0.15818,0.001582
36.44,0.15816,0.001582
36.45,0.15815,0.001581
36.46,0.15813,0.001581
36.47,0.15812,0.001581
36.48,0.1581,0.001581
36.49,0.15808,0.001581
36.5,0.15807,0.001581
36.51,0.15805,0.00158
36.52,0.15803,0.00158
36.53,0.15802,0.00158
36.54,0.158,0.00158
36.55,0.15798,0.00158
36.56,0.15797,0.00158
36.57,0.15795,0.00158
36.58,0.15793,0.001579
36.59,0.15792,0.001579
36.6,0.1579,0.001579
36.61,0.15789,0.001579
36.62,0.15787,0.001579
36.63,0.15785,0.001579
36.64,0.15784,0.001578
36.65,0.15782,0.001578
36.66,0.1578,0.001578
36.67,0.15779,0.001578
36.68,0.15777,0.001578
36.69,0.15775,0.001578
36.7,0.15774,0.001577
36.71,0.15772,0.001577
36.72,0.1577,0.001577
36.73,0.15769,0.001577
36.74,0.15767,0.001577
36.75,0.15766,0.001577
36.76,0.15764,0.001576
36.77,0.15762,0.001576
36.78,0.15761,0.001576
36.79,0.15759,0.001576
36.8,0.15757,0.001576
36.81,0.15756,0.001576
36.82,0.15754,0.001575
36.83,0.15752,0.001575
36.84,0.15751,0.001575
36.85,0.15749,0.001575
36.86,0.15748,0.001575
36.87,0.15746,0.001575
36.88,0.15744,0.001574
36.89,0.15743,0.001574
36.9,0.15741,0.001574
36.91,0.1574,0.001574
36.92,0.15738,0.001574
36.93,0.15736,0.001574
36.94,0.15735,0.001573
36.95,0.15733,0.001573
36.96,0.15731,0.001573
36.97,0.1573,0.001573
36.98,0.15728,0.001573
36.99,0.15727,0.001573
37,0.15725,0.001572
37.01,0.15723,0.001572
37.02,0.15722,0.001572
37.03,0.1572,0.001572
37.04,0.15718,0.001572
37.05,0.15717,0.001572
37.06,0.15715,0.001572
37.07,0.15714,0.001571
37.08,0.15712,0.001571
37.09,0.1571,0.001571
37.1,0.15709,0.001571
37.11,0.15707,0.001571
37.12,0.15706,0.001571
37.13,0.15704,0.00157
37.14,0.15702,0.00157
37.15,0.15701,0.00157
37.16,0.15699,0.00157
37.17,0.15698,0.00157
37.18,0.15696,0.00157
37.19,0.15694,0.001569
37.2,0.15693,0.001569
37.21,0.15691,0.001569
37.22,0.15689,0.001569
37.23,0.15688,0.001569
37.24,0.15686,0.001569
37.25,0.15685,0.001568
37.26,0.15683,0.001568
37.27,0.15681,0.001568
37.28,0.1568,0.001568
37.29,0.15678,0.001568
37.3,0.15677,0.001568
37.31,0.15675,0.001568
37.32,0.15673,0.001567
37.33,0.15672,0.001567
37.34,0.1567,0.001567
37.35,0.15669,0.001567
37.36,0.15667,0.001567
37.37,0.15665,0.001567
37.38,0.15664,0.001566
37.39,0.15662,0.001566
37.4,0.15661,0.001566
37.41,0.15659,0.001566
37.42,0.15657,0.001566
37.43,0.15656,0.001566
37.44,0.15654,0.001565
37.45,0.15653,0.001565
37.46,0.15651,0.001565
37.47,0.15649,0.001565
37.48,0.15648,0.001565
37.49,0.15646,0.001565
37.5,0.15645,0.001564
37.51,0.15643,0.001564
37.52,0.15642,0.001564
37.53,0.1564,0.001564
37.54,0.15638,0.001564
37.55,0.15637,0.001564
37.56,0.15635,0.001564
37.57,0.15634,0.001563
37.58,0.15632,0.001563
37.59,0.1563,0.001563
37.6,0.15629,0.001563
37.61,0.15627,0.001563
37.62,0.15626,0.001563
37.63,0.15624,0.001562
37.64,0.15622,0.001562
37.65,0.15621,0.001562
37.66,0.15619,0.001562
37.67,0.15618,0.001562
37.68,0.15616,0.001562
37.69,0.15615,0.001561
37.7,0.15613,0.001561
37.71,0.15611,0.001561
37.72,0.1561,0.001561
37.73,0.15608,0.001561
37.74,0.15607,0.001561
37.75,0.15605,0.001561
37.76,0.15603,0.00156
37.77,0.15602,0.00156
37.78,0.156,0.00156
37.79,0.15599,0.00156
37.8,0.15597,0.00156
37.81,0.15596,0.00156
37.82,0.15594,0.001559
37.83,0.15592,0.001559
37.84,0.15591,0.001559
37.85,0.15589,0.001559
37.86,0.15588,0.001559
37.87,0.15586,0.001559
37.88,0.15585,0.001558
37.89,0.15583,0.001558
37.9,0.15581,0.001558
37.91,0.1558,0.001558
37.92,0.15578,0.001558
37.93,0.15577,0.001558
37.94,0.15575,0.001558
37.95,0.15574,0.001557
37.96,0.15572,0.001557
37.97,0.1557,0.001557
37.98,0.15569,0.001557
37.99,0.15567,0.001557
38,0.15566,0.001557
38.01,0.15564,0.001556
38.02,0.15563,0.001556
38.03,0.15561,0.001556
38.04,0.15559,0.001556
38.05,0.15558,0.001556
38.06,0.15556,0.001556
38.07,0.15555,0.001555
38.08,0.15553,0.001555
38.09,0.15552,0.001555
38.1,0.1555,0.001555
38.11,0.15548,0.001555
38.12,0.15547,0.001555
38.13,0.15545,0.001555
38.14,0.15544,0.001554
38.15,0.15542,0.001554
38.16,0.15541,0.001554
38.17,0.15539,0.001554
38.18,0.15538,0.001554
38.19,0.15536,0.001554
38.2,0.15534,0.001553
38.21,0.15533,0.001553
38.22,0.15531,0.001553
38.23,0.1553,0.001553
38.24,0.15528,0.001553
38.25,0.15527,0.001553
38.26,0.15525,0.001553
38.27,0.15524,0.001552
38.28,0.15522,0.001552
38.29,0.1552,0.001552
38.3,0.15519,0.001552
38.31,0.15517,0.001552
38.32,0.15516,0.001552
38.33,0.15514,0.001551
38.34,0.15513,0.001551
38.35,0.15511,0.001551
38.36,0.1551,0.001551
38.37,0.15508,0.001551
38.38,0.15506,0.001551
38.39,0.15505,0.00155
38.4,0.15503,0.00155
38.41,0.15502,0.00155
38.42,0.155,0.00155
38.43,0.15499,0.00155
38.44,0.15497,0.00155
38.45,0.15496,0.00155
38.46,0.15494,0.001549
38.47,0.15493,0.001549
38.48,0.15491,0.001549
38.49,0.1549,0.001549
38.5,0.15488,0.001549
38.51,0.15486,0.001549
38.52,0.15485,0.001548
38.53,0.15483,0.001548
38.54,0.15482,0.001548
38.55,0.1548,0.001548
38.56,0.15479,0.001548
38.57,0.15477,0.001548
38.58,0.15476,0.001548
38.59,0.15474,0.001547
38.6,0.15473,0.001547
38.61,0.15471,0.001547
38.62,0.15469,0.001547
38.63,0.15468,0.001547
38.64,0.15466,0.001547
38.65,0.15465,0.001546
38.66,0.15463,0.001546
38.67,0.15462,0.001546
38.68,0.1546,0.001546
38.69,0.15459,0.001546
38.7,0.15457,0.001546
38.71,0.15456,0.001546
38.72,0.15454,0.001545
38.73,0.15453,0.001545
38.74,0.15451,0.001545
38.75,0.1545,0.001545
38.76,0.15448,0.001545
38.77,0.15447,0.001545
38.78,0.15445,0.001544
38.79,0.15443,0.001544
38.8,0.15442,0.001544
38.81,0.1544,0.001544
38.82,0.15439,0.001544
38.83,0.15437,0.001544
38.84,0.15436,0.001544
38.85,0.15434,0.001543
38.86,0.15433,0.001543
38.87,0.15431,0.001543
38.88,0.1543,0.001543
38.89,0.15428,0.001543
38.9,0.15427,0.001543
38.91,0.15425,0.001543
38.92,0.15424,0.001542
38.93,0.15422,0.001542
38.94,0.15421,0.001542
38.95,0.15419,0.001542
38.96,0.15418,0.001542
38.97,0.15416,0.001542
38.98,0.15415,0.001541
38.99,0.15413,0.001541
39,0.15411,0.001541
39.01,0.1541,0.001541
39.02,0.15408,0.001541
39.03,0.15407,0.001541
39.04,0.15405,0.001541
39.05,0.15404,0.00154
39.06,0.15402,0.00154
39.07,0.15401,0.00154
39.08,0.15399,0.00154
39.09,0.15398,0.00154
39.1,0.15396,0.00154
39.11,0.15395,0.001539
39.12,0.15393,0.001539
39.13,0.15392,0.001539
39.14,0.1539,0.001539
39.15,0.15389,0.001539
39.16,0.15387,0.001539
39.17,0.15386,0.001539
39.18,0.15384,0.001538
39.19,0.15383,0.001538
39.2,0.15381,0.001538
39.21,0.1538,0.001538
39.22,0.15378,0.001538
39.23,0.15377,0.001538
39.24,0.15375,0.001538
39.25,0.15374,0.001537
39.26,0.15372,0.001537
39.27,0.15371,0.001537
39.28,0.15369,0.001537
39.29,0.15368,0.001537
39.3,0.15366,0.001537
39.31,0.15365,0.001536
39.32,0.15363,0.001536
39.33,0.15362,0.001536
39.34,0.1536,0.001536
39.35,0.15359,0.001536
39.36,0.15357,0.001536
39.37,0.15356,0.001536
39.38,0.15354,0.001535
39.39,0.15353,0.001535
39.4,0.15351,0.001535
39.41,0.1535,0.001535
39.42,0.15348,0.001535
39.43,0.15347,0.001535
39.44,0.15345,0.001535
39.45,0.15344,0.001534
39.46,0.15342,0.001534
39.47,0.15341,0.001534
39.48,0.15339,0.001534
39.49,0.15338,0.001534
39.5,0.15336,0.001534
39.51,0.15335,0.001533
39.52,0.15333,0.001533
39.53,0.15332,0.001533
39.54,0.1533,0.001533
39.55,0.15329,0.001533
39.56,0.15327,0.001533
39.57,0.15326,0.001533
39.58,0.15324,0.001532
39.59,0.15323,0.001532
39.6,0.15321,0.001532
39.61,0.1532,0.001532
39.62,0.15318,0.001532
39.63,0.15317,0.001532
39.64,0.15315,0.001532
39.65,0.15314,0.001531
39.66,0.15312,0.001531
39.67,0.15311,0.001531
39.68,0.1531,0.001531
39.69,0.15308,0.001531
39.7,0.15307,0.001531
39.71,0.15305,0.001531
39.72,0.15304,0.00153
39.73,0.15302,0.00153
39.74,0.15301,0.00153
39.75,0.15299,0.00153
39.76,0.15298,0.00153
39.77,0.15296,0.00153
39.78,0.15295,0.001529
39.79,0.15293,0.001529
39.8,0.15292,0.001529
39.81,0.1529,0.001529
39.82,0.15289,0.001529
39.83,0.15287,0.001529
39.84,0.15286,0.001529
39.85,0.15284,0.001528
39.86,0.15283,0.001528
39.87,0.15281,0.001528
39.88,0.1528,0.001528
39.89,0.15279,0.001528
39.9,0.15277,0.001528
39.91,0.15276,0.001528
39.92,0.15274,0.001527
39.93,0.15273,0.001527
39.94,0.15271,0.001527
39.95,0.1527,0.001527
39.96,0.15268,0.001527
39.97,0.15267,0.001527
39.98,0.15265,0.001527
39.99,0.15264,0.001526
40,0.15262,0.001526
40.01,0.15261,0.001526
40.02,0.15259,0.001526
40.03,0.15258,0.001526
40.04,0.15257,0.001526
40.05,0.15255,0.001526
40.06,0.15254,0.001525
40.07,0.15252,0.001525
40.08,0.15251,0.001525
40.09,0.15249,0.001525
40.1,0.15248,0.001525
40.11,0.15246,0.001525
40.12,0.15245,0.001524
40.13,0.15243,0.001524
40.14,0.15242,0.001524
40.15,0.1524,0.001524
40.16,0.15239,0.001524
40.17,0.15238,0.001524
40.18,0.15236,0.001524
40.19,0.15235,0.001523
40.2,0.15233,0.001523
40.21,0.15232,0.001523
40.22,0.1523,0.001523
40.23,0.15229,0.001523
40.24,0.15227,0.001523
40.25,0.15226,0.001523
40.26,0.15225,0.001522
40.27,0.15223,0.001522
40.28,0.15222,0.001522
40.29,0.1522,0.001522
40.3,0.15219,0.001522
40.31,0.15217,0.001522
40.32,0.15216,0.001522
40.33,0.15214,0.001521
40.34,0.15213,0.001521
40.35,0.15212,0.001521
40.36,0.1521,0.001521
40.37,0.15209,0.001521
40.38,0.15207,0.001521
40.39,0.15206,0.001521
40.4,0.15204,0.00152
40.41,0.15203,0.00152
40.42,0.15201,0.00152
40.43,0.152,0.00152
40.44,0.15199,0.00152
40.45,0.15197,0.00152
40.46,0.15196,0.00152
40.47,0.15194,0.001519
40.48,0.15193,0.001519
40.49,0.15191,0.001519
40.5,0.1519,0.001519
40.51,0.15189,0.001519
40.52,0.15187,0.001519
40.53,0.15186,0.001519
40.54,0.15184,0.001518
40.55,0.15183,0.001518
40.56,0.15181,0.001518
40.57,0.1518,0.001518
40.58,0.15179,0.001518
40.59,0.15177,0.001518
40.6,0.15176,0.001518
40.61,0.15174,0.001517
40.62,0.15173,0.001517
40.63,0.15171,0.001517
40.64,0.1517,0.001517
40.65,0.15169,0.001517
40.66,0.15167,0.001517
40.67,0.15166,0.001517
40.68,0.15164,0.001516
40.69,0.15163,0.001516
40.7,0.15161,0.001516
40.71,0.1516,0.001516
40.72,0.15159,0.001516
40.73,0.15157,0.001516
40.74,0.15156,0.001516
40.75,0.15154,0.001515
40.76,0.15153,0.001515
40.77,0.15152,0.001515
40.78,0.1515,0.001515
40.79,0.15149,0.001515
40.8,0.15147,0.001515
40.81,0.15146,0.001515
40.82,0.15144,0.001514
40.83,0.15143,0.001514
40.84,0.15142,0.001514
40.85,0.1514,0.001514
40.86,0.15139,0.001514
40.87,0.15137,0.001514
40.88,0.15136,0.001514
40.89,0.15135,0.001513
40.9,0.15133,0.001513
40.91,0.15132,0.001513
40.92,0.1513,0.001513
40.93,0.15129,0.001513
40.94,0.15128,0.001513
40.95,0.15126,0.001513
40.96,0.15125,0.001512
40.97,0.15123,0.001512
40.98,0.15122,0.001512
40.99,0.15121,0.001512
41,0.15119,0.001512
41.01,0.15118,0.001512
41.02,0.15116,0.001512
41.03,0.15115,0.001511
41.04,0.15113,0.001511
41.05,0.15112,0.001511
41.06,0.15111,0.001511
41.07,0.15109,0.001511
41.08,0.15108,0.001511
41.09,0.15106,0.001511
41.1,0.15105,0.001511
41.11,0.15104,0.00151
41.12,0.15102,0.00151
41.13,0.15101,0.00151
41.14,0.15099,0.00151
41.15,0.15098,0.00151
41.16,0.15097,0.00151
41.17,0.15095,0.00151
41.18,0.15094,0.001509
41.19,0.15092,0.001509
41.2,0.15091,0.001509
41.21,0.1509,0.001509
41.22,0.15088,0.001509
41.23,0.15087,0.001509
41.24,0.15085,0.001509
41.25,0.15084,0.001508
41.26,0.15083,0.001508
41.27,0.15081,0.001508
41.28,0.1508,0.001508
41.29,0.15078,0.001508
41.3,0.15077,0.001508
41.31,0.15076,0.001508
41.32,0.15074,0.001507
41.33,0.15073,0.001507
41.34,0.15072,0.001507
41.35,0.1507,0.001507
41.36,0.15069,0.001507
41.37,0.15067,0.001507
41.38,0.15066,0.001507
41.39,0.15065,0.001506
41.4,0.15063,0.001506
41.41,0.15062,0.001506
41.42,0.1506,0.001506
41.43,0.15059,0.001506
41.44,0.15058,0.001506
41.45,0.15056,0.001506
41.46,0.15055,0.001505
41.47,0.15053,0.001505
41.48,0.15052,0.001505
41.49,0.15051,0.001505
41.5,0.15049,0.001505
41.51,0.15048,0.001505
41.52,0.15047,0.001505
41.53,0.15045,0.001505
41.54,0.15044,0.001504
41.55,0.15042,0.001504
41.56,0.15041,0.001504
41.57,0.1504,0.001504
41.58,0.15038,0.001504
41.59,0.15037,0.001504
41.6,0.15035,0.001504
41.61,0.15034,0.001503
41.62,0.15033,0.001503
41.63,0.15031,0.001503
41.64,0.1503,0.001503
41.65,0.15029,0.001503
41.66,0.15027,0.001503
41.67,0.15026,0.001503
41.68,0.15024,0.001502
41.69,0.15023,0.001502
41.7,0.15022,0.001502
41.71,0.1502,0.001502
41.72,0.15019,0.001502
41.73,0.15018,0.001502
41.74,0.15016,0.001502
41.75,0.15015,0.001501
41.76,0.15013,0.001501
41.77,0.15012,0.001501
41.78,0.15011,0.001501
41.79,0.15009,0.001501
41.8,0.15008,0.001501
41.81,0.15007,0.001501
41.82,0.15005,0.001501
41.83,0.15004,0.0015
41.84,0.15002,0.0015
41.85,0.15001,0.0015
41.86,0.15,0.0015
41.87,0.14998,0.0015
41.88,0.14997,0.0015
41.89,0.14996,0.0015
41.9,0.14994,0.001499
41.91,0.14993,0.001499
41.92,0.14991,0.001499
41.93,0.1499,0.001499
41.94,0.14989,0.001499
41.95,0.14987,0.001499
41.96,0.14986,0.001499
41.97,0.14985,0.001498
41.98,0.14983,0.001498
41.99,0.14982,0.001498
42,0.1498,0.001498
42.01,0.14979,0.001498
42.02,0.14978,0.001498
42.03,0.14976,0.001498
42.04,0.14975,0.001498
42.05,0.14974,0.001497
42.06,0.14972,0.001497
42.07,0.14971,0.001497
42.08,0.1497,0.001497
42.09,0.14968,0.001497
42.1,0.14967,0.001497
42.11,0.14966,0.001497
42.12,0.14964,0.001496
42.13,0.14963,0.001496
42.14,0.14961,0.001496
42.15,0.1496,0.001496
42.16,0.14959,0.001496
42.17,0.14957,0.001496
42.18,0.14956,0.001496
42.19,0.14955,0.001495
42.2,0.14953,0.001495
42.21,0.14952,0.001495
42.22,0.14951,0.001495
42.23,0.14949,0.001495
42.24,0.14948,0.001495
42.25,0.14946,0.001495
42.26,0.14945,0.001495
42.27,0.14944,0.001494
42.28,0.14942,0.001494
42.29,0.14941,0.001494
42.3,0.1494,0.001494
42.31,0.14938,0.001494
42.32,0.14937,0.001494
42.33,0.14936,0.001494
42.34,0.14934,0.001493
42.35,0.14933,0.001493
42.36,0.14932,0.001493
42.37,0.1493,0.001493
42.38,0.14929,0.001493
42.39,0.14928,0.001493
42.4,0.14926,0.001493
42.41,0.14925,0.001492
42.42,0.14923,0.001492
42.43,0.14922,0.001492
42.44,0.14921,0.001492
42.45,0.14919,0.001492
42.46,0.14918,0.001492
42.47,0.14917,0.001492
42.48,0.14915,0.001492
42.49,0.14914,0.001491
42.5,0.14913,0.001491
42.51,0.14911,0.001491
42.52,0.1491,0.001491
42.53,0.14909,0.001491
42.54,0.14907,0.001491
42.55,0.14906,0.001491
42.56,0.14905,0.00149
42.57,0.14903,0.00149
42.58,0.14902,0.00149
42.59,0.14901,0.00149
42.6,0.14899,0.00149
42.61,0.14898,0.00149
42.62,0.14897,0.00149
42.63,0.14895,0.00149
42.64,0.14894,0.001489
42.65,0.14893,0.001489
42.66,0.14891,0.001489
42.67,0.1489,0.001489
42.68,0.14889,0.001489
42.69,0.14887,0.001489
42.7,0.14886,0.001489
42.71,0.14885,0.001488
42.72,0.14883,0.001488
42.73,0.14882,0.001488
42.74,0.14881,0.001488
42.75,0.14879,0.001488
42.76,0.14878,0.001488
42.77,0.14877,0.001488
42.78,0.14875,0.001488
42.79,0.14874,0.001487
42.8,0.14873,0.001487
42.81,0.14871,0.001487
42.82,0.1487,0.001487
42.83,0.14869,0.001487
42.84,0.14867,0.001487
42.85,0.14866,0.001487
42.86,0.14865,0.001486
42.87,0.14863,0.001486
42.88,0.14862,0.001486
42.89,0.14861,0.001486
42.9,0.14859,0.001486
42.91,0.14858,0.001486
42.92,0.14857,0.001486
42.93,0.14855,0.001486
42.94,0.14854,0.001485
42.95,0.14853,0.001485
42.96,0.14851,0.001485
42.97,0.1485,0.001485
42.98,0.14849,0.001485
42.99,0.14847,0.001485
43,0.14846,0.001485
43.01,0.14845,0.001484
43.02,0.14843,0.001484
43.03,0.14842,0.001484
43.04,0.14842,0.001484
